,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2019-01-08,1,581815.59,62819.6,301344.96563,74059.0417,957219.59733,596980.0
2019-01-09,2,582599.19,40454.03,335827.53281,68464.31631000001,986891.03912,615490.0
2019-01-10,3,576247.61,23095.829999999998,318052.89617,66034.75772000001,960335.26389,598970.0
2019-01-11,4,576239.09,62623.81,293635.56095,69774.34368,939648.99463,586050.0
2019-01-12,5,524621.79,56824.979999999996,282739.40257,70278.42580000001,877639.61837,547360.0
2019-01-13,6,520372.68,48858.520000000004,265835.75098,67790.25301,853998.68399,532630.0
2019-01-14,0,588281.78,49731.13,329154.44735,66254.56097,983690.78832,613480.0
2019-01-15,1,588376.91,16868.74,312558.63877,67130.84326000001,968066.39203,603770.0
2019-01-16,2,607081.12,60294.939999999995,342369.92655,66949.13924,1016400.18579,633870.0
2019-01-17,3,600205.3,58510.44,342618.50811,67391.67645,1010215.48456,630050.0
2019-01-18,4,594886.82,66436.49,371576.00897,62737.70897000001,1029200.53794,641890.0
2019-01-19,5,555116.59,73966.68000000001,320577.3636,70706.30946,946400.26306,590250.0
2019-01-20,6,525346.7,60621.36,311910.38533,66453.84925,903710.93458,563610.0
2019-01-21,0,515871.11,65206.43,263032.2096,69091.48825000001,847994.80785,528890.0
2019-01-22,1,590001.98,71034.07,260908.32847,80131.47282000001,931041.78129,580650.0
2019-01-23,2,590805.5700000001,73200.88,255899.10053999998,87631.15971,934335.83025,582720.0
2019-01-24,3,597522.27,74474.94,295570.96605,84635.97409,977729.21014,609800.0
2019-01-25,4,582235.01,73305.38,306620.04359,79574.63792000001,968429.69151,603980.0
2019-01-26,5,544191.32,76308.91,298896.32472,75996.24101000001,919083.88573,573200.0
2019-01-27,6,523863.60000000003,65476.71,297133.78017,73490.48396000001,894487.86413,557880.0
2019-01-28,0,579647.87,69733.7,333419.44291,74296.42921,987363.7421200001,615790.0
2019-01-29,1,591162.51,47677.49,340902.07143,66632.62256,998697.2039900001,622870.0
2019-01-30,2,602525.74,49759.68,398366.08824,64238.23249000001,1065130.06073,664280.0
2019-01-31,3,606893.82,51982.7,395647.3769,63845.51735000001,1066386.71425,665060.0
2019-02-01,4,606179.64,72775.31,412646.33919,59402.560990000005,1078228.54018,672450.0
2019-02-02,5,554033.2,41368.450000000004,374540.87514,55185.26930000001,983759.34444,613520.0
2019-02-03,6,546212.68,16455.89,375596.11582,60114.72352000001,981923.51934,612400.0
2019-02-04,0,598042.76,36688.64,362084.25903,65284.49596000001,1025411.51499,639510.0
2019-02-05,1,586379.5,50201.56,316982.39171,67851.79792000001,971213.68963,605710.0
2019-02-06,2,588053.95,89232.39,246042.56736,90934.06988000001,925030.58724,576920.0
2019-02-07,3,592892.62,90171.73,228208.14171999999,97337.67123,918438.43295,572830.0
2019-02-08,4,584663.53,91102.51,267261.61312,90160.36244000001,942085.50556,587550.0
2019-02-09,5,525670.19,27513.690000000002,228768.8922,85134.19479000001,839573.27699,523650.0
2019-02-10,6,535137.97,88474.61,232026.86515,88088.35047,855253.18562,533400.0
2019-02-11,0,577126.03,95684.85,246040.31648,91611.06389,914777.4103699999,570530.0
2019-02-12,1,591599.29,90919.3,287915.37147,89372.00145000001,968886.66292,604280.0
2019-02-13,2,592139.07,37949.07,316539.81243,77936.37103000001,986615.25346,615340.0
2019-02-14,3,599540.07,11447.41,342354.17039,67939.71922,1009833.95961,629810.0
2019-02-15,4,601152.89,56648.15,384018.24055,59786.48400000001,1044957.6145499999,662780.0
2019-02-16,5,536290.08,83634.75,283732.95506999997,71060.92537000001,891083.96044,555740.0
2019-02-17,6,510528.62,65110.82,231890.61657,82021.78077000001,824441.01734,514150.0
2019-02-18,0,574039.3,42648.11,230699.65486,88220.23242,892959.18728,556900.0
2019-02-19,1,589901.75,89815.35,222181.09399,98888.01682,910970.86081,568140.0
2019-02-20,2,588282.55,100505.51,221398.52632,98559.7773,908240.85362,566460.0
2019-02-21,3,587237.32,20089.97,213596.09699,91678.47022,892511.88721,556640.0
2019-02-22,4,594069.64,25830.89,189572.41958,103966.93725,887608.99683,553570.0
2019-02-23,5,529787.05,104810.38,192580.86138,97044.60023000001,819412.5116099999,511050.0
2019-02-24,6,511755.46,93424.73,229490.96747,86813.49162000002,828059.91909,516450.0
2019-02-25,0,549769.55,89425.33,276556.37589,79076.41722,905402.34311,564670.0
2019-02-26,1,548884.2,87032.12,347784.8756,72954.16403,969623.23963,604720.0
2019-02-27,2,550895.99,82311.76,407343.47693,62749.43181,1020988.89874,636740.0
2019-02-28,3,563867.13,100478.17,421593.23549,60929.460900000005,1046389.82639,652600.0
2019-03-01,4,598675.73,82745.23,457830.89118,58004.61232,1114511.2335,695090.0
2019-03-02,5,556886.7,57627.71,424406.83548999997,53995.401040000004,1035288.93653,645660.0
2019-03-03,6,526250.0,103462.52,398782.53621,55868.12473,980900.6609400001,611740.0
2019-03-04,0,550838.71,98648.13,413252.84584,58209.76202,1022301.3178600001,637550.0
2019-03-05,1,566850.72,106535.33,438754.36665,61193.2248,1066798.3114500002,665310.0
2019-03-06,2,569552.43,84838.59,505540.01610999997,56052.75946,1131145.20557,705440.0
2019-03-07,3,564980.43,56501.590000000004,449113.02191999997,57274.86553,1071368.31745,668170.0
2019-03-08,4,568004.94,66822.78,385566.45912,64815.58236000001,1018386.98148,635130.0
2019-03-09,5,515431.15,94731.74,302828.40106,68713.42666000001,886972.97772,553160.0
2019-03-10,6,525786.05,110238.40000000001,323355.37156,66380.5815,915522.00306,570960.0
2019-03-11,0,580071.79,46774.840000000004,367072.13877,64203.06397,1011346.99274,630730.0
2019-03-12,1,584110.24,38414.51,313178.61553,65993.72778,963282.58331,600770.0
2019-03-13,2,587858.61,99939.22,315743.73948,72535.07250000001,976137.4219800001,608790.0
2019-03-14,3,587162.59,120719.74,290269.22923,82572.75425,960004.57348,598700.0
2019-03-15,4,587570.5599999999,102802.04000000001,382523.86725,73006.91681000001,1043101.34406,650550.0
2019-03-16,5,567292.98,116439.8,438670.06416,60044.38648,1066007.43064,664800.0
2019-03-17,6,552560.3,116347.64,446899.35178,55709.86639,1055169.51817,658050.0
2019-03-18,0,611062.02,115818.24,551669.90253,55097.348000000005,1217829.27053,759500.0
2019-03-19,1,641978.81,108744.70999999999,585603.81771,53831.28128,1281413.90899,799140.0
2019-03-20,2,645876.97,91483.31999999999,587633.19705,55947.2539,1289457.42095,804160.0
2019-03-21,3,628942.67,82533.66,451368.36851,62617.54986000001,1142928.58837,712800.0
2019-03-22,4,611987.91,119913.8,415561.05294,62556.00495000001,1090104.96789,679860.0
2019-03-23,5,579762.45,111231.54,428417.0244,57884.45321000001,1066063.92761,664850.0
2019-03-24,6,570735.59,116657.66,459189.05107,56278.42413000001,1086203.0652,677410.0
2019-03-25,0,624239.8150000001,118855.05,567617.2114799999,56864.56613000001,1248721.59261,778680.0
2019-03-26,1,664236.27,95764.21,614712.61991,52058.20173,1331007.09164,830080.0
2019-03-27,2,649595.0,62164.57,599480.77427,50305.63715,1299381.41142,810370.0
2019-03-28,3,647418.95,132518.31,598214.93563,52582.79882,1298216.68445,809620.0
2019-03-29,4,634867.84,137408.85,555697.99297,55144.23936000001,1245710.07233,770610.0
2019-03-30,5,606365.16,137291.91,524205.19232,57295.38050000001,1187865.73282,740810.0
2019-03-31,6,574994.1,135896.55,504886.31132,55850.54047000001,1135730.95179,708290.0
2019-04-01,0,629869.34,125094.52,602048.88767,57529.83730000001,1289448.06497,804140.0
2019-04-02,1,659271.92,126541.98,626288.0165,55900.36254,1341460.29904,836580.0
2019-04-03,2,654475.53,135095.37,594540.58505,54059.87666,1303075.99171,812690.0
2019-04-04,3,648241.87,101715.45,584586.84199,54048.15382000001,1286876.8658099999,802520.0
2019-04-05,4,634733.38,134421.63,575153.6501,54490.69103,1264377.72113,788530.0
2019-04-06,5,592405.73,123564.65000000001,559580.7258,47029.103370000004,1199015.55917,747780.0
2019-04-07,6,578856.6900000001,133294.33,594313.38685,48303.96222,1221474.03907,761750.0
2019-04-08,0,686083.59,128713.87,757700.54565,47650.41389,1491434.54954,930130.0
2019-04-09,1,723640.17,116656.5,795184.30961,46533.81338,1565358.29299,976230.0
2019-04-10,2,665030.51,141390.91,583582.87917,65070.554130000004,1313683.9433,819280.0
2019-04-11,3,640762.26,125859.11,536811.91399,63836.72522000001,1241410.89921,774190.0
2019-04-12,4,639177.57,103339.37,543182.53745,58253.72267,1240613.83012,773720.0
2019-04-13,5,606289.91,143587.11000000002,488904.04339,55841.748340000006,1151035.70173,717840.0
2019-04-14,6,598616.54,133035.8,547026.93498,52368.85699000001,1198012.33197,747140.0
2019-04-15,0,664594.21,118597.97,680925.20939,50900.571280000004,1396419.99067,870840.0
2019-04-16,1,671608.83,102819.37999999999,586571.55543,52993.09822000001,1311173.48365,817700.0
2019-04-17,2,658048.03,130632.83,558472.13223,51888.220550000005,1268408.38278,791070.0
2019-04-18,3,685453.82,142653.43,685855.7972,47316.31295,1418625.93015,884710.0
2019-04-19,4,674459.31,137787.1,796416.52573,45188.617490000004,1516064.45322,945470.0
2019-04-20,5,646188.38,135307.67,746532.41766,44476.45496,1437197.25262,896270.0
2019-04-21,6,596608.61,138369.07,667451.09001,45253.09311,1309312.79312,816510.0
2019-04-22,0,638786.77,138422.34,709591.99503,50988.492580000006,1399367.25761,872700.0
2019-04-23,1,665812.65,94726.81,708115.20673,46876.706450000005,1420804.56318,886060.0
2019-04-24,2,678787.21,137431.04,757905.97362,46759.478050000005,1483452.66167,925170.0
2019-04-25,3,707217.9,131638.61000000002,841485.19257,42697.51399,1591400.60656,992480.0
2019-04-26,4,718032.0,127195.06999999999,900567.52176,41314.218870000004,1659913.74063,1035160.0
2019-04-27,5,695126.31,129049.09,814134.43316,44335.780880000006,1553596.52404,968870.0
2019-04-28,6,644670.3,133090.19,775144.58429,43819.975920000004,1463634.86021,912790.0
2019-04-29,0,668746.9,48890.19,793661.23759,44672.81253,1507080.95012,939860.0
2019-04-30,1,657019.36,132189.93,671085.34679,45812.858720000004,1373917.56551,856840.0
2019-05-01,2,666835.88,136058.26,713051.28106,44271.30526,1424158.4663200001,888130.0
2019-05-02,3,659931.06,90004.88,701274.53622,48166.218850000005,1409371.81507,878930.0
2019-05-03,4,655398.9,125661.75,742695.86304,49200.75948,1447295.52252,902620.0
2019-05-04,5,637290.47,136024.53,720168.88015,44312.3352,1401771.68535,874190.0
2019-05-05,6,597031.27,112563.42,703822.42687,44359.22656,1345212.92343,838950.0
2019-05-06,0,620628.62,89756.75,706333.03732,46911.874970000004,1373873.53229,856790.0
2019-05-07,1,610598.06,105521.01,603685.91049,49030.778300000005,1263314.74879,787870.0
2019-05-08,2,621626.8,109694.51000000001,634753.50584,47248.90662,1303629.21246,813000.0
2019-05-09,3,627595.38,106340.77,686837.3919,47119.95538,1361552.72728,849130.0
2019-05-10,4,617213.87,109428.34,676268.3496900001,44678.673950000004,1338160.8936400001,834550.0
2019-05-11,5,585860.42,127195.08,608730.0974,42987.65428,1237578.17168,771810.0
2019-05-12,6,559274.47,95506.28,586409.28105,41616.082,1187299.83305,740450.0
2019-05-13,0,621578.67,121217.17,719597.8952,42413.235120000005,1383589.80032,862860.0
2019-05-14,1,658247.09,134897.9,819332.69984,39799.041800000006,1517378.83164,946290.0
2019-05-15,2,681149.25,127372.59,877435.54453,39013.611520000006,1597598.40605,996320.0
2019-05-16,3,666071.02,112777.41,813177.56297,42580.28559,1521828.86856,949080.0
2019-05-17,4,606433.49,146037.75,629085.15694,48643.924580000006,1284162.57152,800860.0
2019-05-18,5,576747.13,144083.08000000002,602578.79406,49265.235100000005,1228591.15916,766220.0
2019-05-19,6,549089.42,64453.03,569709.86165,45173.96394,1163973.24559,725890.0
2019-05-20,0,564491.33,108034.0,523878.39268,52743.987870000004,1141113.71055,711650.0
2019-05-21,1,582040.11,137437.97,535912.58192,50200.131590000005,1168152.82351,728530.0
2019-05-22,2,581898.52,105246.07,506115.71384,50264.60721,1138278.84105,709880.0
2019-05-23,3,583364.13,137761.88,491199.83548,48638.063160000005,1123202.02864,700470.0
2019-05-24,4,596956.89,151607.8,600236.8941,47879.00927,1245072.79337,776480.0
2019-05-25,5,585574.77,151804.95,641018.58413,48638.063160000005,1275231.41729,795260.0
2019-05-26,6,559290.53,148213.47,597966.07271,42662.34547000001,1199918.94818,748300.0
2019-05-27,0,523136.27,136106.18,522204.08966,43181.08114,1088521.4408,678860.0
2019-05-28,1,605591.0,147496.55,629734.00827,46812.23083,1282137.2391,799580.0
2019-05-29,2,634538.54,149102.38999999998,703494.64247,43919.62006,1381952.80253,861810.0
2019-05-30,3,664737.85,146835.64,787874.01409,41873.98448000001,1494485.84857,932010.0
2019-05-31,4,666648.6799999999,144281.02,831028.79987,40947.88012,1538625.35999,959510.0
2019-06-01,5,636292.0,141352.16,775719.85998,39731.63547,1451743.49545,905360.0
2019-06-02,6,619648.73,137003.65,785989.81651,37140.88783,1442779.43434,899770.0
2019-06-03,0,675662.99,140137.80000000002,899806.68915,36836.09399,1612305.77314,1005480.0
2019-06-04,1,709839.21,136052.88,894988.8211899999,38887.590990000004,1643715.62218,1025060.0
2019-06-05,2,717491.56,137786.87,934458.24818,37803.22829,1689753.03647,1053770.0
2019-06-06,3,711799.53,138822.66,971089.49134,36622.15216,1719511.1735,1072340.0
2019-06-07,4,692941.7000000001,138472.39,972102.87972,35590.54224,1700635.1219600001,1060570.0
2019-06-08,5,654227.24,145592.68,857692.44299,37847.18894,1549766.87193,966460.0
2019-06-09,6,647035.58,132872.45,890399.87476,37668.41563,1575103.87039,982310.0
2019-06-10,0,728043.67,131701.63999999998,1104245.99528,34632.20007,1866921.86535,1164240.0
2019-06-11,1,783472.18,128138.4,1153647.35993,34471.011020000005,1971590.5509499998,1229540.0
2019-06-12,2,740652.68,128852.48,1111893.14906,38295.58757,1890841.41663,1179160.0
2019-06-13,3,727420.55,89149.56999999999,1088307.40849,36522.50802,1852250.46651,1155110.0
2019-06-14,4,701189.82,141322.9,1037466.00819,38298.518280000004,1776954.34647,1108140.0
2019-06-15,5,675716.18,138029.74,965513.42852,35215.411360000006,1676445.01988,1045490.0
2019-06-16,6,647272.58,134184.23,981426.2357,34767.01273,1663465.82843,1037380.0
2019-06-17,0,689869.55,134491.21,1089971.61772,36537.161570000004,1816378.32929,1132750.0
2019-06-18,1,700308.75,138616.79,1056999.00415,39277.375420000004,1796585.1295699999,1120380.0
2019-06-19,2,686069.99,139574.24,1022543.02549,42073.27276000001,1750686.28825,1091780.0
2019-06-20,3,693873.88,141810.66,1027707.28278,40681.18551,1762262.34829,1099000.0
2019-06-21,4,687738.34,143326.48,1019518.12413,38998.95797,1746255.4221,1089175.0
2019-06-22,5,668093.77,140310.61000000002,918670.54069,35057.153020000005,1621821.46371,1011440.0
2019-06-23,6,606582.52,141591.95,884986.26217,36132.72359,1527701.5057599999,952720.0
2019-06-24,0,664648.48,138725.34,998926.15947,40092.1128,1703666.75227,1062450.0
2019-06-25,1,697373.55,128478.29,1016307.31415,39690.60553,1753371.46968,1093450.0
2019-06-26,2,706342.58,127803.69,1046137.38271,36431.656010000006,1788911.61872,1115600.0
2019-06-27,3,695208.95,137377.42,1058660.32944,39904.547360000004,1793773.8268,1118630.0
2019-06-28,4,667028.43,112575.23,1034964.64745,37671.346340000004,1739664.42379,1084880.0
2019-06-29,5,711413.47,119598.64,1075003.12504,34259.9999,1820676.59494,1135440.0
2019-06-30,6,699745.0,121035.04,1104449.4889,32862.051230000005,1837056.5401299999,1145630.0
2019-07-01,0,769657.97,126241.11,1256952.2361,33287.00418,2059897.21028,1284600.0
2019-07-02,1,771369.21,128032.52,1193629.46001,34081.226590000006,1999079.8966,1246660.0
2019-07-03,2,730064.01,130730.8,1145894.59064,35839.652590000005,1911798.25323,1192200.0
2019-07-04,3,625419.77,129213.43,1009446.45606,35531.928040000006,1670398.1541,1041710.0
2019-07-05,4,678992.3,130859.09,1127280.62195,37208.294160000005,1843481.21611,1149640.0
2019-07-06,5,664459.92,122591.94,1067520.60203,34125.18724000001,1766105.70927,1101390.0
2019-07-07,6,642640.28,102725.72,1085175.69584,34769.94344,1762585.91928,1099180.0
2019-07-08,0,654663.87,120153.26,1074854.81315,40133.14274,1769651.82589,1103580.0
2019-07-09,1,683308.46,127973.23,1065469.1711,40127.28132,1788904.91242,1115620.0
2019-07-10,2,713633.85,117121.32,1181261.4723,34954.57817,1929849.90047,1203480.0
2019-07-11,3,729326.39,100154.63,1204136.7437,33213.736430000004,1966676.87013,1226460.0
2019-07-12,4,737741.02,88253.19,1253401.43773,32753.614960000003,2023896.07269,1262110.0
2019-07-13,5,702500.75,117507.49,1228381.49973,32387.276210000004,1963269.52594,1224340.0
2019-07-14,6,696161.16,119524.42,1320387.45068,32577.772360000003,2049126.38304,1277870.0
2019-07-15,0,765978.77,119668.87,1465133.91159,33093.577320000004,2264206.25891,1412000.0
2019-07-16,1,731783.66,118221.24,1342619.28693,32771.19922,2107174.14615,1314070.0
2019-07-17,2,751510.71,103309.09,1437185.50837,34031.404520000004,2222727.6228899998,1386150.0
2019-07-18,3,705307.25,114877.82,1244546.68683,34271.722740000005,1984125.65957,1237340.0
2019-07-19,4,694813.9,100663.34999999999,1213340.31066,33975.72103,1942129.93169,1211130.0
2019-07-20,5,650469.62,118676.65,1105607.49632,32695.000760000003,1788772.11708,1115490.0
2019-07-21,6,664387.01,113687.16,1269307.3515899999,32750.684250000002,1966445.04584,1226310.0
2019-07-22,0,759702.2,71830.13,1474842.23839,33518.53027,2268062.9686600002,1414360.0
2019-07-23,1,758389.14,99710.46,1369039.3778000001,33700.23429,2161128.75209,1347700.0
2019-07-24,2,789943.78,101898.63,1427325.5988699999,35291.609820000005,2252560.98869,1404740.0
2019-07-25,3,797323.21,112185.47,1484179.6272,34424.119660000004,2315926.95686,1444240.0
2019-07-26,4,805360.66,113585.94,1482253.04977,34371.36688,2321985.07665,1448050.0
2019-07-27,5,734871.05,116456.28,1310636.46267,33228.38998,2078735.90265,1296370.0
2019-07-28,6,703042.49,112553.75,1290165.27179,33313.38057,2026521.14236,1263790.0
2019-07-29,0,769070.63,91112.20999999999,1451557.13098,34172.0786,2254799.83958,1406140.0
2019-07-30,1,791172.75,102731.35,1459900.61559,34957.50888,2286030.8744699997,1425570.0
2019-07-31,2,770811.8,74434.17,1417123.97765,36639.73642,2224575.51407,1387300.0
2019-08-01,3,798718.29,115955.63,1462630.9682,34934.063200000004,2296283.3214,1432010.0
2019-08-02,4,792257.72,112178.02,1480743.06099,34520.83309,2307521.6140799997,1438980.0
2019-08-03,5,756901.67,102081.02,1354338.70467,34218.96996,2145459.34463,1337950.0
2019-08-04,6,717283.56,114291.73000000001,1309022.15967,34216.03925,2060521.75892,1285000.0
2019-08-05,0,793858.3200000001,109147.40000000001,1492905.05801,34210.17783,2320973.55584,1447370.0
2019-08-06,1,781088.22,47715.14,1440519.2726699999,35754.662000000004,2257362.15467,1407710.0
2019-08-07,2,791421.39,105718.72,1470522.51831,36862.470380000006,2298806.37869,1433570.0
2019-08-08,3,769221.3,120534.9,1406386.0491,35863.09827,2211470.4473699997,1379110.0
2019-08-09,4,747740.81,76841.57,1355365.91486,36355.45755,2139462.18241,1334200.0
2019-08-10,5,700455.73,105370.6,1259417.89929,36285.12051,1996158.7497999999,1244830.0
2019-08-11,6,695876.99,118319.55,1248609.52523,36364.24968,1980850.76491,1235290.0
2019-08-12,0,711855.02,124310.72,1279427.20256,35526.066620000005,2026808.28918,1263960.0
2019-08-13,1,712424.03,124467.08,1258278.07476,35139.212900000006,2005841.3176600002,1250890.0
2019-08-14,2,726315.1,122377.75,1301944.37302,37498.43445,2065757.90747,1288250.0
2019-08-15,3,733490.89,119171.74,1287409.06923,37700.65344,2058600.61267,1283770.0
2019-08-16,4,749623.35,120425.87,1326187.3705499999,36484.40879,2112295.12934,1317260.0
2019-08-17,5,751459.25,119514.4,1353127.59055,36003.77235,2140590.6129,1334940.0
2019-08-18,6,662023.74,94733.79000000001,1182258.82316,35898.26679,1880180.82995,1172510.0
2019-08-19,0,729147.54,120779.75,1294548.75508,37173.125640000006,2060869.42072,1285200.0
2019-08-20,1,756465.39,119371.74,1267300.97343,36797.99476,2060564.35819,1284990.0
2019-08-21,2,774253.67,118496.58,1249055.93804,37073.4815,2060383.08954,1284910.0
2019-08-22,3,815684.59,112315.6,1327288.22672,36176.68424,2179149.50096,1358960.0
2019-08-23,4,817544.45,113468.7,1369249.51855,36660.251390000005,2223454.21994,1386570.0
2019-08-24,5,784258.63,104566.74,1374399.10995,36381.833940000004,2195039.57389,1368850.0
2019-08-25,6,780495.93,115141.29,1452656.82654,36431.656010000006,2269584.41255,1415340.0
2019-08-26,0,849780.9299999999,111731.01,1645435.0619599998,36499.062340000004,2531715.0543,1574065.0
2019-08-27,1,866274.21,111811.08,1606503.5952899999,36396.48749000001,2509174.29278,1560795.0
2019-08-28,2,866725.92,106601.05,1547374.8417,36997.28304,2451098.04474,1528540.0
2019-08-29,3,849901.98,113599.0,1496950.41692,38052.33864,2384904.73556,1487280.0
2019-08-30,4,820969.5599999999,112551.52,1481874.9371,37199.50203,2340043.99913,1459280.0
2019-08-31,5,747110.75,111651.69,1377449.19303,36375.97252,2160935.91555,1347600.0
2019-09-01,6,732628.15,108379.64,1365129.70475,36510.785180000006,2134268.63993,1330950.0
2019-09-02,0,700454.48,111140.28,1321098.16604,37000.21375,2058552.8597900001,1283750.0
2019-09-03,1,840790.27,108633.08,1492278.82099,36361.31897,2369430.40996,1477650.0
2019-09-04,2,848628.14,109986.64,1496285.8446,36572.33009,2381486.31469,1485140.0
2019-09-05,3,841728.28,107146.86,1486720.97623,34412.39682,2362861.65305,1473520.0
2019-09-06,4,820236.25,98472.83,1457015.55015,34010.88955,2311262.6897,1441330.0
2019-09-07,5,766394.26,99680.09,1459716.4303,33521.46098,2259632.15128,1409130.0
2019-09-08,6,736309.56,97772.62,1375515.75745,34772.87415,2146598.1916,1338620.0
2019-09-09,0,774233.41,105363.0,1454220.51991,34913.54823,2263367.47814,1411480.0
2019-09-10,1,836787.13,96417.15,1573031.18085,34623.407940000005,2444441.71879,1524380.0
2019-09-11,2,767551.12,105516.12,1334454.85279,36683.69707,2138689.66986,1333730.0
2019-09-12,3,737436.14,122520.95,1165849.73211,36162.03069,1939447.9028,1209490.0
2019-09-13,4,709144.95,112453.46,1131394.6327,35124.55935,1875664.14205,1169710.0
2019-09-14,5,692447.83,85320.89,1156002.3783,34567.72445,1883017.9327500002,1174290.0
2019-09-15,6,682420.25,111294.35,1131429.73236,35707.77064,1849557.753,1153420.0
2019-09-16,0,758031.61,78898.35,1288867.78015,36417.00246,2083316.39261,1299190.0
2019-09-17,1,758239.0,119083.88,1202870.7995499999,37184.84848,1998294.64803,1246200.0
2019-09-18,2,753679.21,111197.18,1174334.00223,37351.89895,1965365.11118,1225650.0
2019-09-19,3,731432.69,119606.04,1105598.66865,36557.67654,1873589.03519,1168430.0
2019-09-20,4,684869.24,119778.31999999999,974637.51128,38254.55763,1697761.30891,1058770.0
2019-09-21,5,606227.33,119989.40000000001,820059.9451,39655.43701,1465942.71211,914210.0
2019-09-22,6,613201.5,114940.06,852312.9453,39207.038380000005,1504721.48368,938420.0
2019-09-23,0,756049.26,63418.03999999999,1257991.65028,41536.95283,2055577.86311,1281900.0
2019-09-24,1,696069.71,98857.36,992447.70479,41607.28987,1730124.70466,1078940.0
2019-09-25,2,715869.37,79835.69,1058218.45356,40505.34291000001,1814593.16647,1131610.0
2019-09-26,3,729961.47,75951.61,1145154.15663,41325.94171,1916441.56834,1195150.0
2019-09-27,4,697208.53,104852.26,1069730.40347,41173.54479,1808112.47826,1127570.0
2019-09-28,5,637617.48,106447.6,971171.54295,39374.08885000001,1648163.1118,1027810.0
2019-09-29,6,621602.34,115070.46,888250.07334,38670.71845,1548523.13179,965690.0
2019-09-30,0,625033.73,108276.39,858883.93225,39974.8844,1523892.54665,950310.0
2019-10-01,1,638915.68,117700.03,784920.5430000001,43365.71587,1467201.93887,914990.0
2019-10-02,2,629978.51,90775.76,804106.27038,41065.10852,1475149.8889,919940.0
2019-10-03,3,646490.88,111512.66,876084.55932,40587.40279,1563162.84211,974830.0
2019-10-04,4,659906.11,107108.91,958725.37233,38565.21289,1657196.69522,1033500.0
2019-10-05,5,581062.54,106987.48,818221.92573,39371.15814,1438655.62387,897190.0
2019-10-06,6,572570.22,111051.11,748560.67156,40613.779180000005,1361744.67074,849200.0
2019-10-07,0,625856.82,103036.08,880381.38373,41440.239400000006,1547678.44313,965160.0
2019-10-08,1,659729.21,106653.56,877628.27613,40733.938290000006,1578091.42442,984160.0
2019-10-09,2,638549.86,107935.7,814081.81884,42635.96908,1495267.64792,932510.0
2019-10-10,3,620246.79,110068.89,775286.17871,46369.693620000005,1441902.66233,899210.0
2019-10-11,4,577026.03,120411.3,725110.65202,54546.374520000005,1356683.05654,846080.0
2019-10-12,5,532197.6,110512.29,697458.3802,45045.01270000001,1274700.9929,794970.0
2019-10-13,6,533396.13,112775.24,707147.75037,43441.91433,1283985.7947,800700.0
2019-10-14,0,570161.68,94116.33,816257.22402,42635.96908,1429054.8731,891210.0
2019-10-15,1,598666.32,105902.72,813093.64735,41323.011000000006,1453082.97835,906170.0
2019-10-16,2,623647.46,100257.67,851210.92852,42832.32665,1517690.71517,946460.0
2019-10-17,3,636521.39,98384.85,909343.77322,40136.07345,1586001.23667,989080.0
2019-10-18,4,601586.38,103783.0,775403.47066,43559.14273,1420548.99339,885890.0
2019-10-19,5,531960.21,108989.7,634029.56656,48043.129030000004,1214032.90559,757110.0
2019-10-20,6,522929.82,106726.28,577299.89935,51439.82192,1151669.54127,718230.0
2019-10-21,0,577094.3099999999,106113.87,660935.00343,51433.9605,1289463.27393,804160.0
2019-10-22,1,607319.2,106048.13,715440.34399,47905.38566,1370664.92965,854780.0
2019-10-23,2,602880.51,104182.67,712996.02899,45341.01441,1361217.5533999999,848860.0
2019-10-24,3,598027.4,108878.17,692935.62371,52064.06315,1343027.08686,837570.0
2019-10-25,4,567760.75,107630.25,648312.91247,54376.39334,1270450.05581,792300.0
2019-10-26,5,522183.52,102581.31,562467.69042,47509.73981000001,1132160.95023,706070.0
2019-10-27,6,513077.35,100591.75,570650.51847,47395.44212,1131123.31059,705390.0
2019-10-28,0,542823.89,107471.69,528657.39779,56527.53448,1128008.82227,703470.0
2019-10-29,1,555701.42,103702.78,454046.8102,60352.11103000001,1070100.34123,667360.0
2019-10-30,2,548534.39,108145.18000000001,400189.05485,68678.25814,1017401.70299,634500.0
2019-10-31,3,545788.46,107773.62,439865.84416,68291.40442,1053945.70858,657290.0
2019-11-01,4,537484.87,97630.64,482249.52769,64211.856100000005,1083946.25379,675990.0
2019-11-02,5,527507.48,90543.7,528207.46798,57644.134990000006,1113359.08297,694330.0
2019-11-03,6,507658.36,84485.1,548843.64133,52345.41131,1108847.41264,691540.0
2019-11-04,0,578115.64,86699.56,596830.57409,52702.957930000004,1227649.17202,765600.0
2019-11-05,1,626143.99,91215.13,654778.70595,47920.03921,1328842.73516,828710.0
2019-11-06,2,678650.69,88226.47,666430.7028,43518.11279,1388599.50559,866030.0
2019-11-07,3,678982.99,90163.23,653837.45124,41709.864720000005,1374530.30596,857220.0
2019-11-08,4,679941.19,87589.63,689235.38801,42389.78944,1411566.36745,880310.0
2019-11-09,5,615224.27,73080.94,606538.68987,44787.11022,1266550.07009,789880.0
2019-11-10,6,587679.02,85822.87,601255.03043,40188.826230000006,1229122.87666,766530.0
2019-11-11,0,571965.26,87522.16,584860.35908,41308.35745,1198133.97653,747180.0
